response,sample_1,trial_type,sample_2,orig_author,workerid,sample_3,prompt,Answer.time_in_minutes
"Hello Mr. Bronson, I am sorry to have to be sending you this message now, but I feel it's necessary to explain what happened this morning and why I was late for this morning's meeting. First, I would like to stress that I realize exactly how important this event was, and that circumstances preventing me from attending were out of my hands. As you may have heard, this morning we had a few late attendees from other departments, as well. This is, unfortunately, a result of the elevator getting stuck at the worst possible moment. As I was riding it up to the meeting, double checking and preparing myself, I felt a sudden lurch and noticed a flickering of the lights. This cruel act of fate is the reason why I was unable to attend this meeting.","Hi team, I've recently checked our data from this quarter and it looks like everything's on target just like we planned. I wanted to take a moment and thank you guys for doing such a great job, working so hard this past quarter, despite all the challenges and setbacks we've experienced. So I was thinking this afternoon, ""What's a great way to reward the guys for all their hard work?"" So, I decided that I would postpone our meeting for this afternoon. Instead I'm taking everyone to the outlet mall for a shopping spree on the corporate credit card. Afterwards, we'll all enjoy a four-course dinner at an upscale restaurant overlooking the riverfront. I hope everyone will have a great time. I'm so happy that I get to reward the entire team, and spend some time with the people who helped make this company what it is today. Please RSVP to this email if you can't make it. Cheers!",single_trial,"Hi, I just wanted to let you know that I have a fantastic, yet old, computer that I am dying to get rid of. However, there are a few things you should know first. The computer itself is not functional in its current state. This is why I've decided to sell it for parts. Additionally, you'll be happy to know that my computer is going for the low, low price of $3.50. That's right, you two can have the luxury of a previously owned, horribly conditioned, archaic laptop computer. I bet you're wondering why I'm selling the computer. In this past year I've become a minimalist but also an environmentalist. In an effort to avoid recycling something that could be refurbished, I've decided to sell it but for a low price so that I definitely find a good home.",2,3,"Mom you are never going to believe what just happened to me! I was so scared! I'm so glad everything's okay, but I just need to calm down. I was driving along the interstate and I was just about to go through the tunnel. I had stopped at the light which is a long light as you know, and I was busy adjusting the stereo. It was raining very hard outside and my car was fogging up so I took an extra few minutes to wipe off the inside of the windshield. I sat there a few minutes peacefully enjoying the jazz music and I noticed the green reflection of the light on the dashboard. Normally I would just press the gas pedal and go because I'm in a hurry, but instead I hesitated and I looked to the left. I am so happy I did this. I am so happy that I wasn't in any hurry today. Because the moment I looked up a huge log truck came barreling by, clipping my front bumper. It had run the red light. Needless to say I'm okay, A little shaken up, but I'd love you and just wanted to let you know.",You are extremely late for an important meeting with top-level executives in the company that you work for. Create a story for why you were late that will convince them not to fire you. ,51.18046666666667
"Hey Uncle!! It's been a while huh? How are you doing? I haven't seen you since that big wedding last summer. That was probably the nicest wedding I've ever been to and I've been to a lot, believe me. So the reason I'm writing is very important, actually, and I really don't know who else I could go to for help like this. It's on a tight deadline and if I don't get $500 from somewhere soon, I'm not going to be able to pay rent this month! You know how hard I work, but they've been cutting my hours at the restaurant and the jerks who work there won't let me take their extra shifts. It's crazy I know  but PLEASE let me know if you can help me as soon as possible because I only have a few days left before rent is due!","Hey Mom, EMERGENCY!!!!! You know you've been hacked? Your email was opened on your laptop, so I peeked. I know I shouldn't have, but I was concerned. I would've just closed the email window, but the email you had opened was a phishing email. I have no idea if you actually went into your retirement account using that link. Did you? This is urgent. These keylogging sites can do a lot of damage. I need to know what other sites you have visited, and which accounts you have accessed. I can get it from the history, but I wanted to get your permission before I do this. So write me back ASAP. And the retirement account's email and and the password will both need to be changed ASAP. And the other accounts that might have been compromised also. Write me back immediately with your passwords or call me. IMMEDIATELY!!!!",single_trial,"Hey mom. I know you heard. Yes, I got into an accident. And yes, it damn near killed me. Totaled the car. Let me explain so you don't worry. I am a O.K. OK? So yesterday, I was pulling out of the school entrance in the back near the sign. You know what I'm talking about? Anyway i didn't really pay attention to who was coming down the hill from the left. And apparently this drunken jerk was fleeing from something or someone. Just as I was pulling out the entrance, this guy came out of nowhere doing probably 80 miles an hour on the downhill, and plowed right into the left back seat towards the tire. That sent me rolling down the hill for, I don't know, maybe like 30 ft or so? I had my seat belt on, otherwise, I would probably be dead by now. But all in all, I'm OK. I just got out of the ER. And NO need to drive 500 miles or fly here, mom. I'm OK. Doctors said so. Don't worry, and I'll see next month for Thanskgiving. And yes, I am coming.",7,3,"Dear Mr Boss, I just wanted to let you know I am on my way to the meeting as we speak. I had to be in an emergency room helping out a neighbor get treatment. Apparently my neighbor has some kind of rare disease that gives him seizures, and apparently he was on some kind of medication for it. But it seems something he ate different or some other medication caused him to pass out. His daughter, who is 9 years old, came to my door crying uncontrollably. She was shaking all over because she's the only one at home and she had no idea what to do. And she always trusted me since she came over for the pool party last year when my daughter had it. It's a nice family but the mother has left and it's just the dad and the daughter. I rushed to her house and found the dad passed out on the kitchen floor next to a half made PB&J sandwich. I called 911 and the EMTs came and took him to the ER. But I  couldn't just leave the 9 year child at home by herself after all this. So I drove her to the ER behind the ambulance, and waited for the doctor to treat her dad. He's ok now, and they're back home. And I'm rushing to the meeting as we speak. I'll see you all soon. My sincere apologies.","You need to ask a relatively wealthy relative (it could be any relative) for some money. Formulate a story/message that is asking that relative what you need the money for, when you need it, why you need it, and how they should give it to you. ",51.18046666666667
"Hello everyone, this is Mr. Jacobs and to be up-front, I'm afraid that I'll have to push back this morning's meeting until 3:00pm later today. The topic will still be on the upcoming release of our brand new Cabbage Patch Kids Cereal Brand, but unfortunately something has come up and I will be unable to make it into the office until that time. As I was driving to work, I stopped in at Big Coffee Bros coffee as I usually do to get my morning coffee and scone, but the man in front of me in line was taking an extraordinary amount of time to decide. After a solid 5 minutes of waiting, I just had enough and decided to take my business elsewhere. Well, as I was driving to the next place, I got rear-ended at a traffic light and I need to take care of the damage to my car.","Hey Mom, you know how you always ask me what are some hot buys on Amazon?  Well, I was going to add a bunch of stuff to your cart so you could see, but unfortunately, I don't have your login info.  I know you hate getting links in the email, so I think this is probably the best way for me to do it.  If you give me your login, Ill fix up your account, put your new address in there, and take care of the account I set up for you to get it all running smoothly.  It shouldn't take long, and if you really want, can change the password right after I finish.  Can you let me know what it is so I can get your wishlist set up, as well as your address and phone number and such?  It's very important to have everything going so the Christmas shopping you're about to do doesn't get too impacted.",single_trial,"Hey Aunt Esme.  I'm sorry to do this via email, but I haven't been able to reach your phone, and I know your business email gets checked hourly.  I hate to ask ANYONE for money, but especially you after everything you've done for our family.  But, Dad fell down and hurt himself pretty bad at work, the insurance won't cover the surgery needed to fix his back.  It's an emergency situation, and they said that they need to do it immediately to prevent permanent damage to him. I have already raised a good portion of the money from my own bank account, and friends, but we're still short $3,000.  The doctor will not start the surgery without it.  If at all possible, you have my venmo, please Aunt Esme!  I'll do everything in my power to pay it back to you as soon as possible, but this is about my dad's future.  I need your help.Love,Your Nephew.",6,3,"Hello Craigslist buyers.  I am selling a Kindle Fire Tablet.  The retail price for one at the moment is $90.  I find I no longer have use for mine, and there are only one or two problems with it, so I am looking to offload it onto someone else!  So, the screen is still perfectly clear, I also just got done swabbing it down with alcohol and screen cleaner to make it look new and pristine.  One of the issues is, the button to turn it on sometimes sticks, sometimes you have to give it a nice whack against the floor to get it to turn on.  The other issue is that the memory card is broken.  Those two things are not major, and easily reparable, I have upgraded to a different tablet, and I don't think it's worth my time or money to repair.  So, I will sell it for $40, $50 off new retail of this thing, all you need to do is buy a microSD card which is just a few bucks and the tablet will be as good as new minus the power button issue.  It's a great buy!",You are a supervisor and you have to push back an important meeting with your supervisees. What happened and how do you tell them?,51.18046666666667
"Hey everyone. I know there is an important meeting today but I'm going to be a little late for it. My car has not been running too well for the past couple of weeks. Money has been tight so I've put off taking it to the shop until today. This morning when I tried to start it the engine wouldn't turn over at all. I am afraid it could be something serious. Uber isn't in my neck of the woods yet, so I had to call AAA to pick up my car and take it in. I'm currently waiting for the mechanic to fill me in on how bad the car is. If it can't be fixed in a few hours then I'll call a cab. I promise I'll be there for the meeting today. I'll catch a cab if I have to. I hope I won't keep everyone waiting too long. Tell Dan not to start his presentation without me. He knows how much I enjoy them. I'll see everyone soon.",Id just go to a pawn shop and see what i can get for it. If not much then id make a craig list add for it and make an honest  description and see  what i am able to get from it with that. If not much then Id lie a bit and spruce up the description and sell it for a bit more money through that. Anything to get it sold and get the money I need.  I would then mail it off to them wherever they would live and Hopefully they wont notice how broken it is for a while then I could block their number/email whatevger they used to contact me through and stuff. I would then do whatever I needed to do with the money. After it is sold Id be happy to have gotten rid of it completely and be happy my plan had worked even if its evil.,single_trial,Hello My relative. I would like to request some money from you if thats ok? I will be needing about eight thousand. I will need it for a car I've been wanting to buy so I will not be reliant on uber. You know how expensive that can be so eight thousand would help a bunch! I'd be greatful from the very bottom of my heart If i can get it. And I promise to pay you back. Id honestly Need it by sunday and you can transfer it into my bank account. Just message me for my details if you decide to help me out. I am looking forward to seeing you again at christmas time. I know we will have such a fun time with everyone there. If it is more convenient for you can give it to me then though! Thanks for reading my message!,4,4,Hey everyone I know this may come as a surprise but I have to postpone a meeting for another time. It is because I will have to take the rest of the day off. I know it is an important meeting and all but I have to head into the hospital later today. I have been having some major pains within my body I have to get checked out as I am afraid it could be something serious. Please excuse this for a day. WE can have the meeting tomorrow. And I promise to make it all up to You all in the meeting. I will order pizza and drinks for us all. And tell you how my hospital visit went. Once again I hope you don't mind and see you all tomorrow where we all be able to eat together. Have a great day you all.,You are extremely late for an important meeting with top-level executives in the company that you work for. Create a story for why you were late that will convince them not to fire you. ,64.70998333333333
"Hi! I have a serious problem. I've missed a couple of months payments on my water bill some how. I just received a delinquent bill today. They are going to cut it off at noon if I don't pay up by then. I swear, I don't understand how I over looked my bills. It's the middle of the month and I don't get paid again before the 30th. I really need some quick cash. I'm selling   my new iPhone. It hasn't been used in over a month because of an error message that won't go away. I know there's a way to fix it, I read about it online, but I didn't bother with it. I bought a second phone. I'm willing to sell my old one for a third of what it's worth, or just enough to pay by water bill. I need the money today so please respond as soon as you can.","Good afternoon sir,I am terribly sorry that I am so behind in getting to the meeting today, but unfortunately, my daughter was in bad condition this morning and she fainted, and we had to rush her to the emergency room. I am here at the hospital with her now, but she is starting to come around and seems a lot better, so I will try to leave and get to the office as soon as possible. I know how important the meeting is today, and I would have certainly been there on time if it weren't a life or death situation on our hands here. I hope you can understand the severity of our situation and hope that my absence has not caused any issues that can't be fixed. I will be leaving shortly, so I promise that I will be there soon and will be able to give my part of the presentation.Thanks, and sorry again!",single_trial,"Hi mom,I hope you are having a great week so far! I wanted to talk to you because I need your password to access our Verizon account. I unfortunately broke my phone the other day, and I need to get a replacement, but I need to be able to sign into the account to see all the replacement options and place the order. I am so sorry, I know you told me to take good care of my phone, but I dropped it in the bath tub by accident the other night! I promise that I will replace it using my own money and such, but I will need to get into the account to get it taken care of. I wouldn't ask you to send me your password over email or by text or anything, so please give me a call when you get a chance so that I can get the password, and please promise not to yell at me too much!Love you and hope to talk to you soon",9,4,"Hey man,I really hate to come to you with this kind of news. I know you told me to take care of your Porsche, and I hate to say it, but I did the exact opposite. I was passing an exit ramp on the highway, and some nut job didn't see me I guess and merged over into my lane. I tried to veer out of the way, but lost control and went off the road. Of course he took off, and I couldn't get his license plate number at the time or anything so we won't be able to get him to pay for it. I'm so sorry man, but I promise that I'll cover the cost of the damages. I can drop it off at the shop near my house later today, they usually have some good deals and can get the repairs done pretty quickly. I should be able to get your car to you next week and looking as good as new! Sorry again, and I promise I'll take care of it!","You must sell your cell phone or tablet device. However, the condition of the device is not satisfactory and you currently do not have the funds to fix it. Using any tactic, how would you sell your device?",64.70998333333333
"hey Green. Today's meeting needs to be rescheduled. my wife, Anna, is in the hospital. she came down with something all of the sudden last night. we rushed her to the emergency room and she's been moved to a separate room. from what they tell me she may have contracted that virus that's going around. i haven't been aloud to leave this area of the hospital since we got here. the doctor tells me that i need to be screened before i can leave just as a precaution. if i do have what my wife has then the meeting will have to be put on hold for at least a couple of weeks. everyone's talking about self quarantine and isolation for two weeks. my wife might have to stay in the hospital and recover. i hope you understand. i'll keep you updated.",hey Todd. I know you you are pretty upset about me crashing you car and i know you deserve to be. i am really upset that i did this to you i have always seen you as a really great friend. i know you didn't see the accident happen and i just wanted to let you know what happened i don't want to give you any excuses i just would want to know if the shoe was on the other foot.i was driving down highway 40 and it was darker then usual. I wasn't speeding i wasn't drinking i was showboating in your favorite car. a deer jumped out from the right hand side of the road. it scared me and i went to slam on the brakes. when i did the car went into a spin and smacked a telephone pole.  i am sorry the frame is bent and it is totaled. i want to pay for it. please me message me so i can figure out how.,single_trial,hey uncle frank. i got your message about my cousin Marissa. i am so proud of her. I have a favor to ask and it brings me no joy to do this. i need to borrow some money two thousand and eighty four dollars to be exact. I know its alot especially this time of year id ask my mom but you know how their financial situation is. Do you remember my roommate tim? well we have that situation worked out where i borrow his care if i help with the up keep and gas? 2 days ago i got into a accident. it didn't look that bad but with a tow truck and mechanic expenses its gotten to be expensive. i have only a little bit of the money and i wouldn't ask you if i didn't need it. i can pay you back after the holidays. we can come up with a payment plan. i am really sorry. I love you uncle frank.,3,4,"hello thank you for responding. yes the phone is still for sale. and i am still very motivated to sell it. it is a brand new iphone. It is the model that was released eight months ago. i have had it but really only used it for work. it works great as far as the functions on the inside. it is very fast loading. it has a ton of room for applications games, pictures, and music. I also have a few cases for it and a brand new car and wall charger. i am selling it for a much lower price then most because everything the internals are satisfactory. there is a crack in the screen. it isnt so bad that it cant be used it is just not satisfactory for my needs. i have looked into fixing it and it would only cost a hundred dollars.",You are a supervisor and you have to push back an important meeting with your supervisees. What happened and how do you tell them?,64.70998333333333
"Hi, Jamal. How are you doing? I hope you're well. Remember the last time we spoke at the Reunion and I told you about my financial situation? I know this may be rather out of the blue, but I need a loan. A big loan. I need at least five thousand. I know. That's a lot to ask for. The thing is, business has slowed down substantially since the last we spoke. People aren't eating out as much as they used to and now the restaurant is in the hole. I might have to close it. I don't want to close it. I'd have to fire a few dozen people if I do. I know some of my workers need their jobs. I need the restaurant to stay open too, so that you-know-who won't call me a failure again. If you can't afford to help me out, I'll understand. I won't get mad. But I seriously could use your help right now.","Hello Craigslist buyers.  I am selling a Kindle Fire Tablet.  The retail price for one at the moment is $90.  I find I no longer have use for mine, and there are only one or two problems with it, so I am looking to offload it onto someone else!  So, the screen is still perfectly clear, I also just got done swabbing it down with alcohol and screen cleaner to make it look new and pristine.  One of the issues is, the button to turn it on sometimes sticks, sometimes you have to give it a nice whack against the floor to get it to turn on.  The other issue is that the memory card is broken.  Those two things are not major, and easily reparable, I have upgraded to a different tablet, and I don't think it's worth my time or money to repair.  So, I will sell it for $40, $50 off new retail of this thing, all you need to do is buy a microSD card which is just a few bucks and the tablet will be as good as new minus the power button issue.  It's a great buy!",single_trial,"Hey Mom, you know how you always ask me what are some hot buys on Amazon?  Well, I was going to add a bunch of stuff to your cart so you could see, but unfortunately, I don't have your login info.  I know you hate getting links in the email, so I think this is probably the best way for me to do it.  If you give me your login, Ill fix up your account, put your new address in there, and take care of the account I set up for you to get it all running smoothly.  It shouldn't take long, and if you really want, can change the password right after I finish.  Can you let me know what it is so I can get your wishlist set up, as well as your address and phone number and such?  It's very important to have everything going so the Christmas shopping you're about to do doesn't get too impacted.",6,4,"Hello there co-workers and friends!  I'm sorry this is short notice, I know we had a meeting today in the green room at 6:00 PM.  I unfortunately had some personal things come up and need to cancel.  Your time is very valuable to me, and I only do this because there is absolutely no other option I have here.  I'm going to look to reschedule it until 7:30 PM.  That should give me enough time to wrap up what just came up and get back here to talk to you about the harassment claims going on in this company.  I am taking this issue incredibly serious, and I am setting aside as much time as possible to deal with it when I return, you will have my ear until you feel your concerns have been heard.  We take this very seriously, and we will do everything we can to address it, I just hope you aren't too upset I need to push it back.","You need to ask a relatively wealthy relative (it could be any relative) for some money. Formulate a story/message that is asking that relative what you need the money for, when you need it, why you need it, and how they should give it to you. ",64.70998333333333
"Hi mom! How are you doing? Do you remember that account I set up for you a few years ago? Have you done anything with it? It doesn't really matter if you have or haven't. I need to have a look at it, though. There have been reports that hackers have broken into that website and may have stolen dozens of account information, including yours. I need to get access to your account to check. I'm going to need the password. I hope you remember it because I don't. Shoot me a response when you have the password. It''s probably nothing but I think I should double check the account just in case. I'll have to change the password too when I'm don't for security reasons. I'll share the new password with you. Keep it in a safe place. Love ya, mom!","Hi Aunt Kathy! I know it has been awhile, but I have been busy trying to get ahead with work and school. It is extremely busy, and I have been having difficulties with my financial aid because of my dad. It is unfortunate because the way the financial aid works, it appears that my family income is substantially higher even though they are divorced and he does not support me. Because of that, I have hit a short term cash crunch as I seek a private loan to bridge the gap on tuition for the upcoming semester. I need half of the tuition in 2 weeks in order to not be dropped from my classes for the term, and I am not sure where else to turn. Would you be able to give me a loan for the outstanding balance and I will repay you back monthly over the next 2 years as I am able to get the money saved? Thank you!",single_trial,"I have recently fallen on hard times and unfortunately am being forced to sell my favorite tablet in order to help cover living expenses. I have an iPad Pro that was top of the line when I bought it a year ago and remains in extremely good shape and ready for a new home. It has the highest available processor, and the speed and screen size remain unmatched in the market today even though it is a year later. My loss is your gain as I have reduced the price to market value for a slightly lesser model, in an effort to offload this as soon as possible to cover some outstanding bills. I am extremely motivated to sell, please feel free to send all reasonable offers I need to get the cash as soon as possible.",1,4,"First of all, I don't even know where to start. I will start with my insurance will cover any damages in full, if the party at fault does not have the insurance to cover the accident. With that said, it is my firm belief that the damages are solely their fault in full and the accident investigation will support my belief. I understand this car was your first big purchase after you were promoted and it has substantial sentimental value for you, and for that I am extremely sorry. I was extremely cautious when parking it, and parked away from the rest of the cars in the lot, but unfortunately that meant that cars were passing by it at a faster speed and the car that clipped you was going faster than otherwise. I will make sure that all damages are covered and we are good to go!",You need your mom's password to access an important account that you have under her name. What is your plan to convince her to give you her password?,64.70998333333333
hey uncle Smith. i got your message about my cousin Janet. i am so proud of her. I have a favor to ask and it brings me no joy to do this. i need to borrow some money four hundred dollars to be exact because i need to fix my tablet device so that it can sell it. I know its a lot especially this time of year id ask my mom but you know how their financial situation is. Do you remember my roommate John? well we have that situation worked out where i borrow his care if i help with the up keep and gas? 2 days ago i got into a accident. it didn't look that bad but with a tow truck and mechanic expenses its gotten to be expensive. i have only a little bit of the money and i wouldn't ask you if i didn't need it. i can pay you back after the holidays. we can come up with a payment plan. i am really sorry. I love you uncle Smith.,dear Mr smith. as you are aware i was late this morning for the important meeting with  the top-level executives in the company this morning. I am writing you this not to pad my job with excuses to break my fall. i emailing you to just give a explanation. I respect this company and the work we do here. I would never do something that would make me late intentionally. when i left my house this morning i was on time and ready to take on the meeting. when i was more then halfway there just after the turnpike i surcame to a flat tire. i pulled over and changed it as fast as i could but unfortunately i got up in the morning traffic i normally avoid. I am sorry mr smith. this was not my intention. i can promise you that i will make steps that this will never happen again.,single_trial,hey uncle frank. i got your message about my cousin Marissa. i am so proud of her. I have a favor to ask and it brings me no joy to do this. i need to borrow some money two thousand and eighty four dollars to be exact. I know its alot especially this time of year id ask my mom but you know how their financial situation is. Do you remember my roommate tim? well we have that situation worked out where i borrow his care if i help with the up keep and gas? 2 days ago i got into a accident. it didn't look that bad but with a tow truck and mechanic expenses its gotten to be expensive. i have only a little bit of the money and i wouldn't ask you if i didn't need it. i can pay you back after the holidays. we can come up with a payment plan. i am really sorry. I love you uncle frank.,3,5,Hey mom! how are you? i am sorry i have missed your calls and you haven't heard from me. i would have called sooner but i didn't want to alarm you i know it is a very long drive. on Monday i had a accident and hit another car. i just want to let you know i am fine just some bumps and bruises. i was coming home from work after my night shift driving down interstate 95. i was a little tired and my mind was drifting. i didn't see a big patch of ice in the road and when my tires hit it i lost traction. i slid into oncoming traffic. luckily the other car was able to swerve and i passed by them and slid into a ditch. My car is in pretty bad shape but once again i am fine. give me a call mom when you get this i love you.,"You must sell your cell phone or tablet device. However, the condition of the device is not satisfactory and you currently do not have the funds to fix it. Using any tactic, how would you sell your device?",60.97435
"Mom,I am sorry to worry you, I know you haven't been able to get in contact with me. I am in the hospital now recovering from a terrible car accident. It was bad, but please don't worry too much. I am recovering fine but i would need your password to access an important account that i have under your name. You can come visit soon if you want. I was leaving The shop at Herman's the other day. I went down the road by the pond that guy built himself. Someone pulled out from that stupid stop sign too far to check for cars. I had to swerve at the last minute to not run into him, but it was a little slippery and my car started to spin. A car coming the opposite direction ran into me and pinned my car between his and a tree. Of course it was the driver side right where I was sitting the tree hit. I had one surgery already, I got some metal in me now. The doctor say I should make a good recovery.Love always","Mom,I am sorry to worry you, I know you haven't been able to get in contact with me. I am in the hospital now recovering from a terrible car accident. It was bad, but please don't worry too much. I am recovering fine, and you can come visit soon if you want. I was leaving The shop at Herman's the other day. I went down the road by the pond that guy built himself. Someone pulled out from that stupid stop sign too far to check for cars. I had to swerve at the last minute to not run into him, but it was a little slippery and my car started to spin. A car coming the opposite direction ran into me and pinned my car between his and a tree. Of course it was the driver side right where I was sitting the tree hit. I had one surgery already, I got some metal in me now. The dr say I should make a good recovery.Love alwaysT",single_trial,"I have a tablet for sale. It is not the best tablet obviously looking at the picture. I do have a lot of accessories that go with it. I have a case for it, and some extra screen protectors, even a decent pair of earbuds I can throw in. It has been a great phone to me. I can't promise too much with it. The honest truth is that it will need some work to whoever buys it. I could really use any money I could get for it. It was my sons tablet for playing games on. I was thinking if anyone was interested, I could throw in his google play account with all his games on it. He doesn't play most of them anymore, at least not on that account. He has quite a bit of progress on Mine craft and Roblox both. His prized possession on there was his call of duty account. I don't know a lot about it you would have to talk to him. If there are any gamers out there, I know he put a lot of work into all these games, maybe they are worth something to you too.",5,5,"Jason,I am so sorry to have to tell you this. I really want you to breathe a little before you read any further, and remember all the things we have been through, and all the times I had your back. I crashed the BMW. I really am sorry and so embarrassed. I know your good with cars, but I don't think anyone is fixing this. It was my own stupid fault man. I went right through a red light. I was so excited for tonight and I just wasn't paying attention. Someone coming down the cross street couldn't stop in time. no one got too hurt. We are both at the hospital now. They towed the car down to Ron's. I don't think any of us are going to fix it, but that is where it is if you want to go see it. I just can't apologize enough. I don't have the money to replace it, but lets talk soon and I promise I will do what I can to make it up to you.",You need your mom's password to access an important account that you have under her name. What is your plan to convince her to give you her password?,60.97435
"Am very sorry am late for this meeting, you are never going to believe what just happened to me! I was so scared! I'm so glad everything's okay, but I just need to calm down. I was driving along the interstate and I was just about to go through the tunnel. I had stopped at the light which is a long light as you know, and I was busy adjusting the stereo. It was raining very hard outside and my car was fogging up so I took an extra few minutes to wipe off the inside of the windshield. I sat there a few minutes peacefully enjoying the jazz music and I noticed the green reflection of the light on the dashboard. Normally I would just press the gas pedal and go because I'm in a hurry, but instead I hesitated and I looked to the left. I am so happy I did this. The moment I looked up a huge log truck came barreling by, clipping my front bumper. It had run the red light. Needless to say I'm okay, A little shaken up and just wanted to let everyone know.","Hi, I just wanted to let you know that I have a fantastic, yet old, computer that I am dying to get rid of. However, there are a few things you should know first. The computer itself is not functional in its current state. This is why I've decided to sell it for parts. Additionally, you'll be happy to know that my computer is going for the low, low price of $3.50. That's right, you two can have the luxury of a previously owned, horribly conditioned, archaic laptop computer. I bet you're wondering why I'm selling the computer. In this past year I've become a minimalist but also an environmentalist. In an effort to avoid recycling something that could be refurbished, I've decided to sell it but for a low price so that I definitely find a good home.",single_trial,"Mom you are never going to believe what just happened to me! I was so scared! I'm so glad everything's okay, but I just need to calm down. I was driving along the interstate and I was just about to go through the tunnel. I had stopped at the light which is a long light as you know, and I was busy adjusting the stereo. It was raining very hard outside and my car was fogging up so I took an extra few minutes to wipe off the inside of the windshield. I sat there a few minutes peacefully enjoying the jazz music and I noticed the green reflection of the light on the dashboard. Normally I would just press the gas pedal and go because I'm in a hurry, but instead I hesitated and I looked to the left. I am so happy I did this. I am so happy that I wasn't in any hurry today. Because the moment I looked up a huge log truck came barreling by, clipping my front bumper. It had run the red light. Needless to say I'm okay, A little shaken up, but I'd love you and just wanted to let you know.",2,5,"Hi team, I've recently checked our data from this quarter and it looks like everything's on target just like we planned. I wanted to take a moment and thank you guys for doing such a great job, working so hard this past quarter, despite all the challenges and setbacks we've experienced. So I was thinking this afternoon, ""What's a great way to reward the guys for all their hard work?"" So, I decided that I would postpone our meeting for this afternoon. Instead I'm taking everyone to the outlet mall for a shopping spree on the corporate credit card. Afterwards, we'll all enjoy a four-course dinner at an upscale restaurant overlooking the riverfront. I hope everyone will have a great time. I'm so happy that I get to reward the entire team, and spend some time with the people who helped make this company what it is today. Please RSVP to this email if you can't make it. Cheers!",You are extremely late for an important meeting with top-level executives in the company that you work for. Create a story for why you were late that will convince them not to fire you. ,60.97435
"Dear Uncle. It appears someone somewhere has bad arithmetic in our department. The last earnings report had a very serious error that affected the budget for our department and it needs to be fixed NOW. It should've been fixed the day before yesterday according to the Vice president. So it will be fixed, and it will be fixed today. And meanwhile, the meeting scheduled for the later this evening has been postponed until further notified. This error has caused a lot losses, and I have been given explicit instruction from the VP to identify the source of the error, and deal with it myself personally. if I don't, I have been informed that he will fire the individual, and then demote me. As you can all see, this is a serious problem for our department, and we should plan for the worst, ie., termination of the employment of the individual(s) responsible, and perhaps even those who might have been aware of the negligence. I need some money from you to attend to the situation and i promise to return it before the end of the year.","Hey mom. I know you heard. Yes, I got into an accident. And yes, it damn near killed me. Totaled the car. Let me explain so you don't worry. I am a O.K. OK? So yesterday, I was pulling out of the school entrance in the back near the sign. You know what I'm talking about? Anyway i didn't really pay attention to who was coming down the hill from the left. And apparently this drunken jerk was fleeing from something or someone. Just as I was pulling out the entrance, this guy came out of nowhere doing probably 80 miles an hour on the downhill, and plowed right into the left back seat towards the tire. That sent me rolling down the hill for, I don't know, maybe like 30 ft or so? I had my seat belt on, otherwise, I would probably be dead by now. But all in all, I'm OK. I just got out of the ER. And NO need to drive 500 miles or fly here, mom. I'm OK. Doctors said so. Don't worry, and I'll see next month for Thanskgiving. And yes, I am coming.",single_trial,"Almost brand new smartphone for sale. Pros: It's the top of the line released this year. It's got the latest CPU, GPU, and huge storage and room for more with the sd card. It has a tons of movies loaded on to the sd car already. That's about 60 gig of hollywood movies. OK, they're ripped and compressed, so it will not be exactly HD DVD quality, but very close. It's so convenient to watch movies on your phone while riding in public transportation. Just the movies alone will cost anyone looking to buy such thing hefty money. And I'm including it for free with the phone. I paid 750 for it early this year. And I'm only asking 500 for it. Cons: I dropped it a few times on concrete while waiting for the bus. Ok, I dropped it more than a few times, but that's not the point is it? I'm just being honest so you know I'm a honest person not trying to rip you off. So the frame has more than afew dings on it, but they've all been smoothed out so it's not uncomfortable to hold. And the screen is busted. But it's just the screen that's cracked, all functionalities are perfect. First 500 obo gets it.",7,5,"Dear all. It appears someone somewhere has bad arithmetic in our department. The last earnings report had a very serious error that affected the budget for our department and it needs to be fixed NOW. It should've been fixed the day before yesterday according to the Vice president. So it will be fixed, and it will be fixed today. And meanwhile, the meeting scheduled for the later this evening has been postponed until further notified. This error has caused a lot losses, and I have been given explicit instruction from the VP to identify the source of the error, and deal with it myself personally. if I don't, I have been informed that he will fire the individual, and then demote me.  As you can all see, this is a serious problem for our department, and we should plan for the worst, ie., termination of the employment of the individual(s) responsible, and perhaps even those who might have been aware of the negligence. Further instructions will follow.","You need to ask a relatively wealthy relative (it could be any relative) for some money. Formulate a story/message that is asking that relative what you need the money for, when you need it, why you need it, and how they should give it to you. ",60.97435
